case,run,VB,time,DOC,feed,material,cut_no,tool_class,window_start,window_end
13,13,1.38,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.26,37,0.75,0.25,2,143,2,4160,8960
11,9,0.81,43,1.31,0.50,2,127,2,2155,6464
13,9,1.13,19,0.84,0.50,2,135,2,2496,6497
15,8,0.88,24,1.08,0.25,2,152,2,4160,8960
11,9,0.81,43,1.32,0.50,2,125,2,2155,6464
13,11,1.02,37,0.90,0.25,2,127,2,4204,8960
11,19,0.91,103,0.75,0.25,1,97,2,4160,8960
10,9,0.78,29,0.99,0.50,2,121,2,2341,6502
13,12,1.04,35,0.75,0.25,2,141,2,4160,8960
13,12,0.95,35,0.75,0.25,2,141,2,4160,8960
13,13,1.08,39,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.12,39,0.75,0.25,2,143,2,4160,8960
12,9,0.81,41,1.27,0.50,2,128,2,2160,6464
11,9,1.12,19,0.93,0.50,2,130,2,2496,6500
15,8,0.89,24,1.12,0.25,2,152,2,4160,8960
12,9,0.81,29,0.94,0.50,2,138,2,2320,6464
13,12,1.02,52,0.84,0.25,2,127,2,4175,8960
13,15,1.39,48,0.75,0.25,2,135,2,4160,8960
15,10,0.77,29,0.98,0.25,2,141,2,4145,8938
13,12,0.85,33,0.90,0.25,2,140,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.47,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,13,1.18,38,0.75,0.25,2,142,2,4160,8960
12,9,0.81,36,1.23,0.50,2,133,2,2203,6464
10,9,0.94,19,1.08,0.50,2,129,2,2495,6536
15,8,0.90,25,1.09,0.25,2,155,2,4160,8960
9,9,0.81,45,1.42,0.50,1,80,2,2122,6464
11,11,0.73,48,1.14,0.25,1,75,2,4468,8960
11,21,0.77,105,0.75,0.25,1,93,2,4160,8960
9,9,0.83,17,1.37,0.50,2,130,2,2496,6570
13,11,0.94,33,0.75,0.25,2,140,2,4160,8960
13,12,0.95,35,0.75,0.25,2,141,2,4160,8960
13,13,1.07,38,0.75,0.25,2,142,2,4160,8960
13,14,1.30,42,0.75,0.25,2,143,2,4160,8960
13,15,1.51,43,0.75,0.25,2,144,2,4160,8960
14,10,0.95,23,0.75,0.50,2,152,2,2496,6464
14,10,1.09,23,0.75,0.50,2,151,2,2496,6464
15,7,0.90,22,1.27,0.25,2,159,2,4160,8960
11,9,0.81,30,0.98,0.50,1,114,2,2298,6464
11,12,0.77,45,0.98,0.25,2,80,2,4334,8960
11,18,0.95,102,0.75,0.25,1,97,2,4160,8960
13,10,0.80,24,1.09,0.25,2,138,2,3650,8367
15,9,0.70,29,1.01,0.25,2,141,2,4160,8960
13,12,0.96,35,0.75,0.25,2,141,2,4160,8960
13,13,1.18,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.39,37,0.75,0.25,2,143,2,4160,8960
11,9,0.81,43,1.30,0.50,2,127,2,2156,6464
12,9,1.12,19,0.93,0.50,2,129,2,2496,6506
15,8,1.08,25,1.05,0.25,2,152,2,4160,8960
9,9,0.81,44,1.37,0.50,1,89,2,2133,6464
11,11,0.76,45,1.00,0.25,1,80,2,4335,8960
11,19,0.80,105,0.75,0.25,1,94,2,4160,8960
9,9,0.76,28,1.02,0.50,2,113,2,2363,6543
14,12,1.06,33,0.90,0.25,2,140,2,4160,8960
13,12,0.93,34,0.86,0.25,2,141,2,4160,8960
13,13,1.07,39,0.75,0.25,2,142,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.41,41,0.75,0.25,2,143,2,4160,8960
12,9,0.81,29,0.93,0.50,2,135,2,2305,6464
14,9,1.06,21,0.79,0.50,2,148,2,2496,6470
15,8,0.81,24,1.05,0.25,2,151,2,4160,8960
12,9,0.81,38,1.24,0.50,1,126,2,2186,6464
11,11,0.77,45,0.96,0.25,2,82,2,4334,8960
13,15,0.98,66,0.75,0.25,2,134,2,4163,8960
13,9,0.94,27,1.08,0.25,2,141,2,4033,8369
13,11,0.75,31,0.90,0.25,2,140,2,4160,8960
13,13,1.05,39,0.75,0.25,2,142,2,4160,8960
13,14,1.21,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.36,37,0.75,0.25,2,143,2,4160,8960
12,9,0.81,39,1.28,0.50,2,127,2,2166,6464
13,9,1.12,19,0.91,0.50,2,135,2,2496,6501
15,7,1.00,25,1.06,0.25,2,158,2,4160,8960
9,9,0.81,45,1.39,0.50,1,83,2,2123,6464
10,16,0.71,94,1.01,0.25,1,73,2,4335,8960
11,21,0.77,105,0.75,0.25,1,93,2,4160,8960
9,9,0.84,18,1.32,0.50,2,134,2,2496,6554
13,11,0.96,33,0.76,0.25,2,140,2,4160,8960
13,12,0.95,35,0.75,0.25,2,141,2,4160,8960
13,13,1.04,39,0.75,0.25,2,142,2,4160,8960
13,14,1.49,41,0.75,0.25,2,143,2,4160,8960
13,14,1.34,42,0.75,0.25,2,143,2,4160,8960
14,9,1.03,21,0.80,0.50,2,148,2,2496,6469
14,10,1.11,22,0.76,0.50,2,146,2,2496,6465
15,8,0.73,24,1.06,0.25,2,151,2,4160,8960
12,9,0.81,29,0.94,0.50,1,135,2,2307,6464
11,12,0.77,45,0.99,0.25,2,80,2,4334,8960
13,16,0.98,68,0.75,0.25,2,135,2,4164,8960
14,10,1.00,27,1.09,0.25,2,140,2,3977,8369
15,10,0.71,29,0.98,0.25,2,141,2,4160,8960
13,13,1.02,38,0.75,0.25,2,142,2,4160,8960
13,14,1.19,41,0.75,0.25,2,143,2,4160,8960
13,14,1.11,39,0.75,0.25,2,143,2,4160,8960
13,14,1.36,37,0.75,0.25,2,143,2,4160,8960
12,9,0.81,44,1.32,0.50,2,124,2,2154,6464
12,9,1.12,19,0.87,0.50,2,130,2,2496,6499
15,8,1.06,25,1.05,0.25,2,152,2,4160,8960
11,9,0.81,43,1.31,0.50,2,126,2,2154,6464
13,11,0.96,39,0.89,0.25,2,129,2,4197,8960
11,19,0.88,104,0.75,0.25,1,98,2,4160,8960
9,9,0.78,29,1.01,0.50,2,115,2,2344,6521
13,12,1.08,35,0.75,0.25,2,141,2,4160,8960
13,12,1.02,35,0.75,0.25,2,141,2,4160,8960
13,13,1.08,39,0.75,0.25,2,143,2,4160,8960
13,14,1.11,39,0.75,0.25,2,143,2,4160,8960
13,14,1.31,39,0.75,0.25,2,143,2,4160,8960
11,9,0.81,34,1.27,0.50,2,126,2,2165,6464
13,9,1.12,20,0.89,0.50,2,130,2,2496,6496
15,8,0.81,24,1.06,0.25,2,152,2,4160,8960
12,9,0.81,29,0.94,0.50,2,138,2,2320,6464
13,12,0.93,65,0.82,0.25,2,122,2,4174,8960
13,15,1.52,45,0.75,0.25,2,143,2,4160,8960
13,10,0.79,24,1.09,0.25,2,138,2,3647,8360
13,12,0.85,33,0.90,0.25,2,140,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.21,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.25,38,0.75,0.25,2,142,2,4160,8960
11,9,0.81,34,1.28,0.50,1,126,2,2165,6464
10,9,0.90,19,1.25,0.50,2,135,2,2493,6539
15,8,0.82,25,1.11,0.25,2,155,2,4160,8960
9,9,0.81,45,1.43,0.50,1,69,2,2116,6464
11,11,0.73,47,1.11,0.25,1,74,2,4427,8960
11,20,0.78,105,0.75,0.25,1,93,2,4160,8960
9,9,0.85,19,1.32,0.50,2,130,2,2495,6555
13,12,0.91,33,0.85,0.25,2,140,2,4160,8960
13,12,0.95,35,0.75,0.25,2,141,2,4160,8960
13,13,1.05,38,0.75,0.25,2,142,2,4160,8960
13,14,1.32,41,0.75,0.25,2,143,2,4160,8960
13,15,1.48,42,0.75,0.25,2,144,2,4160,8960
14,10,0.95,21,0.76,0.50,2,150,2,2496,6464
14,9,0.96,20,0.78,0.50,2,149,2,2496,6466
15,7,0.98,21,1.27,0.25,2,159,2,4160,8960
12,9,0.81,29,0.93,0.50,1,134,2,2306,6464
11,11,0.77,45,0.98,0.25,2,81,2,4334,8960
11,19,0.88,103,0.75,0.25,1,96,2,4160,8960
14,9,0.94,25,1.10,0.25,2,140,2,3969,8369
15,9,0.70,29,1.01,0.25,2,141,2,4160,8960
13,13,1.01,37,0.75,0.25,2,141,2,4160,8960
13,13,1.17,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.26,37,0.75,0.25,2,143,2,4160,8960
11,9,0.81,41,1.31,0.50,2,126,2,2156,6464
13,9,1.13,20,0.93,0.50,2,130,2,2496,6497
15,8,0.97,24,1.04,0.25,2,151,2,4160,8960
9,9,0.81,44,1.40,0.50,1,84,2,2123,6464
11,12,0.77,46,0.99,0.25,2,79,2,4335,8960
11,19,0.88,104,0.75,0.25,1,97,2,4160,8960
10,9,0.79,29,1.00,0.50,2,119,2,2335,6511
13,12,1.08,34,0.75,0.25,2,141,2,4160,8960
13,12,0.94,34,0.86,0.25,2,141,2,4160,8960
13,14,1.09,39,0.75,0.25,2,143,2,4160,8960
13,14,1.12,39,0.75,0.25,2,143,2,4160,8960
13,14,1.20,41,0.75,0.25,2,143,2,4160,8960
12,9,0.81,29,0.95,0.50,2,137,2,2319,6464
14,9,0.91,20,0.79,0.50,2,148,2,2496,6465
15,8,0.83,24,1.05,0.25,2,151,2,4160,8960
12,9,0.81,29,0.94,0.50,2,131,2,2304,6464
11,11,0.73,40,1.00,0.25,1,80,2,4334,8960
13,13,1.12,56,0.83,0.25,2,124,2,4174,8960
13,9,0.92,27,1.06,0.25,2,141,2,4066,8369
13,11,0.78,32,0.86,0.25,2,140,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.19,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.33,38,0.75,0.25,2,143,2,4160,8960
11,9,0.81,34,1.28,0.50,2,126,2,2165,6464
13,10,1.11,21,0.79,0.50,2,139,2,2496,6473
15,8,0.83,24,1.15,0.25,2,154,2,4160,8960
9,9,0.81,45,1.39,0.50,1,82,2,2124,6464
11,13,0.77,50,1.00,0.25,1,78,2,4334,8960
11,20,0.80,105,0.75,0.25,1,94,2,4160,8960
11,9,0.90,19,1.05,0.50,2,133,2,2493,6536
13,12,0.91,34,0.78,0.25,2,141,2,4160,8960
13,12,0.96,35,0.75,0.25,2,141,2,4160,8960
13,13,1.05,39,0.75,0.25,2,142,2,4160,8960
13,14,1.41,41,0.75,0.25,2,143,2,4160,8960
13,14,1.42,42,0.75,0.25,2,143,2,4160,8960
14,9,0.99,21,0.77,0.50,2,149,2,2496,6468
13,10,1.13,22,0.77,0.50,2,142,2,2496,6473
15,8,0.74,24,1.05,0.25,2,151,2,4160,8960
12,9,0.81,29,0.93,0.50,2,135,2,2304,6464
11,12,0.77,45,0.99,0.25,2,80,2,4334,8960
13,16,0.98,68,0.75,0.25,2,134,2,4160,8960
14,10,0.75,29,0.99,0.25,2,141,2,4146,8949
13,11,0.77,31,0.86,0.25,2,140,2,4160,8960
13,13,1.07,38,0.75,0.25,2,142,2,4160,8960
13,14,1.27,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.32,38,0.75,0.25,2,142,2,4160,8960
11,9,0.81,43,1.31,0.50,2,126,2,2154,6464
12,9,1.13,19,0.88,0.50,2,131,2,2496,6500
15,8,1.01,25,1.10,0.25,2,152,2,4160,8960
12,9,0.81,43,1.32,0.50,2,124,2,2154,6464
13,12,1.14,55,0.83,0.25,2,127,2,4176,8960
11,20,0.87,103,0.75,0.25,1,95,2,4160,8960
10,9,0.77,28,0.98,0.50,2,115,2,2348,6537
13,13,1.07,35,0.75,0.25,2,141,2,4160,8960
13,12,1.05,35,0.75,0.25,2,141,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.09,39,0.75,0.25,2,143,2,4160,8960
13,14,1.12,39,0.75,0.25,2,143,2,4160,8960
12,9,0.81,43,1.31,0.50,2,127,2,2156,6464
13,9,1.13,20,0.89,0.50,2,130,2,2496,6497
15,8,0.95,24,1.05,0.25,2,152,2,4160,8960
12,9,0.81,29,0.94,0.50,2,136,2,2316,6464
13,13,1.18,55,0.83,0.25,2,124,2,4174,8960
13,14,1.40,42,0.75,0.25,2,143,2,4160,8960
15,10,0.72,29,0.94,0.25,2,141,2,4158,8955
13,12,0.91,33,0.89,0.25,2,140,2,4160,8960
13,13,1.07,39,0.75,0.25,2,142,2,4160,8960
13,14,1.46,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.19,38,0.75,0.25,2,142,2,4160,8960
12,9,0.81,38,1.24,0.50,2,126,2,2190,6464
11,9,1.11,19,1.00,0.50,2,129,2,2495,6518
15,8,0.84,25,1.08,0.25,2,154,2,4160,8960
1,1,0.00,3,1.50,0.50,1,0,0,2496,6976
1,1,,3,1.01,0.50,1,3,0,538,6942
1,2,,6,1.50,0.50,1,2,0,2496,6976
1,4,0.10,7,1.50,0.50,1,4,0,2496,6976
2,3,,9,1.23,0.50,1,5,0,947,5073
3,1,0.08,3,0.75,0.50,1,17,0,481,1415
2,2,0.14,10,0.75,0.50,1,18,0,2496,6976
2,3,0.14,12,0.83,0.50,1,19,0,2496,6976
2,4,0.14,14,0.75,0.50,1,20,0,2496,6976
2,5,0.15,17,0.75,0.50,1,21,0,3019,6976
2,5,,13,0.95,0.50,1,9,0,3665,6976
2,7,0.15,25,0.86,0.50,1,22,0,2496,6976
3,1,0.08,1,0.75,0.25,1,31,0,4480,8960
3,2,0.13,3,0.75,0.25,1,32,0,4480,8960
3,3,0.13,7,0.75,0.25,1,32,0,4480,8960
3,4,0.15,20,0.78,0.25,1,35,0,4480,8960
3,5,0.19,27,0.76,0.25,1,40,0,3532,8960
4,1,0.08,4,1.46,0.25,1,45,0,4480,8960
4,2,0.13,9,1.50,0.25,1,46,0,4480,8960
9,1,0.00,1,1.50,0.50,1,52,0,2112,6720
9,2,0.10,3,1.50,0.50,1,53,0,2112,6720
9,3,0.14,6,1.50,0.50,1,54,0,2112,6491
12,4,0.10,16,1.21,0.50,1,57,0,2496,6720
10,1,0.00,0,1.50,0.25,1,61,0,4480,8960
10,2,0.04,4,1.50,0.25,1,62,0,4480,8960
10,3,0.08,8,1.50,0.25,1,62,0,4480,8960
11,4,0.11,15,1.35,0.25,1,65,0,4160,8960
11,1,0.00,5,0.75,0.25,1,71,0,4160,8960
11,2,0.03,4,0.75,0.25,1,71,0,4160,8960
11,3,0.06,10,0.75,0.25,1,73,0,4160,8960
11,4,0.07,12,0.75,0.25,1,74,0,4160,8960
11,5,0.08,13,0.75,0.25,1,75,0,4160,8960
11,6,0.09,18,0.75,0.25,1,76,0,4160,8960
4,6,,15,1.36,0.38,1,38,0,2975,8251
11,8,0.13,21,0.75,0.25,1,78,0,4160,8960
11,9,0.16,27,0.75,0.25,1,79,0,4160,8960
11,8,0.17,28,0.75,0.25,1,80,0,4160,8960
4,1,,5,0.90,0.50,1,38,0,2293,3358
11,2,0.04,2,0.75,0.50,1,95,0,2496,6720
8,3,0.09,5,0.77,0.50,1,97,0,2496,6464
5,3,,6,0.78,0.50,1,63,0,2496,6826
12,5,0.11,18,0.75,0.50,1,114,0,2821,6464
12,6,0.17,24,0.75,0.50,1,99,0,2496,6720
8,1,0.00,2,0.88,0.50,1,104,0,2496,6464
9,2,0.16,2,1.25,0.50,2,107,0,2496,6720
7,1,0.03,1,1.48,0.25,2,116,0,4160,8960
7,2,0.03,1,0.79,0.25,2,116,0,4160,8960
7,2,0.08,2,0.80,0.25,2,117,0,4160,8960
7,3,0.13,6,0.75,0.25,2,118,0,4160,8960
8,1,0.00,0,0.75,0.50,2,124,0,2496,6720
8,2,0.18,3,0.75,0.50,2,125,0,2496,6720
7,2,,4,1.13,0.28,2,3,0,4056,7849
4,3,,3,0.76,0.44,1,124,0,2982,7894
10,3,0.10,5,0.75,0.25,2,132,0,4480,8960
8,4,0.12,7,0.75,0.25,2,132,0,4480,8960
13,4,0.16,10,0.95,0.25,2,140,0,4160,8960
4,2,,3,0.79,0.50,1,115,0,2496,6976
14,2,0.08,4,0.75,0.50,2,146,0,2496,6464
13,3,0.17,6,0.75,0.50,2,145,0,2496,6720
6,1,,2,1.50,0.30,2,77,0,3525,7503
13,2,0.15,3,1.37,0.25,2,155,0,4160,8960
9,1,,2,1.50,0.50,2,24,0,2496,6964
13,1,,2,1.50,0.50,2,42,0,2496,6802
1,2,0.01,5,1.50,0.50,1,2,0,2496,6976
1,3,,5,1.34,0.50,1,3,0,2078,6945
1,1,,2,1.50,0.50,1,0,0,2496,6976
2,4,0.13,12,0.98,0.50,1,18,0,2496,6976
2,2,,5,1.41,0.50,1,4,0,959,6349
6,2,0.09,4,1.05,0.50,1,27,0,953,2898
2,3,0.14,13,0.75,0.50,1,19,0,2496,6976
2,3,0.14,14,0.75,0.50,1,19,0,2496,6976
1,4,0.13,10,1.18,0.50,1,15,0,2496,6976
2,4,0.15,16,0.75,0.50,1,20,0,2691,6976
1,5,,12,1.18,0.50,1,4,0,3324,6976
2,6,0.13,20,1.20,0.50,1,14,0,2496,6976
3,2,0.12,2,0.75,0.25,1,32,0,4480,8960
3,3,0.13,3,0.75,0.25,1,32,0,4480,8960
4,2,0.12,8,1.13,0.25,1,44,0,4480,8960
3,2,0.06,15,0.75,0.25,1,34,0,4480,8960
4,4,0.19,23,0.86,0.25,1,43,0,3808,8960
3,1,0.08,0,1.41,0.25,1,40,0,4480,8960
4,1,0.12,7,1.45,0.25,1,45,0,4480,8960
9,1,0.06,3,1.50,0.50,1,53,0,2112,6720
9,3,0.11,3,1.50,0.50,1,53,0,2112,6669
9,2,0.13,4,1.50,0.50,1,54,0,2112,6582
12,5,0.14,15,0.94,0.50,1,73,0,2496,6720
10,2,0.03,3,1.50,0.25,1,62,0,4480,8960
10,2,0.03,3,1.50,0.25,1,62,0,4480,8960
5,3,0.08,8,1.50,0.25,1,47,0,4480,8960
11,4,0.08,14,0.84,0.25,1,68,0,4160,8960
11,2,0.01,9,0.75,0.25,1,72,0,4160,8960
11,3,0.05,9,0.75,0.25,1,74,0,4160,8960
11,3,0.05,10,0.75,0.25,1,73,0,4160,8960
11,3,0.06,9,0.75,0.25,1,74,0,4160,8960
11,6,0.09,20,0.75,0.25,1,77,0,4160,8960
11,9,0.12,25,0.75,0.25,1,77,0,4160,8960
2,4,,14,1.45,0.43,1,31,0,2883,7739
11,5,0.09,19,0.75,0.25,1,76,0,4160,8960
11,7,0.15,27,0.75,0.25,1,78,0,4160,8960
11,8,0.14,22,0.75,0.25,1,79,0,4160,8960
3,4,,8,1.19,0.50,1,11,0,2400,6705
10,2,0.03,1,0.75,0.50,1,97,0,2496,6720
7,3,0.07,4,0.94,0.50,1,102,0,2496,6464
4,4,,7,0.88,0.50,1,41,0,2496,6926
12,4,0.10,16,0.84,0.50,1,126,0,2681,6464
12,5,0.17,14,0.75,0.50,1,98,0,2496,6720
9,1,0.01,4,0.80,0.50,2,137,0,2496,6464
9,2,0.16,2,1.03,0.50,2,104,0,2496,6720
7,2,0.12,6,1.47,0.25,2,117,0,4160,8960
9,2,0.07,1,1.38,0.25,2,117,0,4160,8960
11,3,0.11,9,0.75,0.25,2,119,0,4160,8960
7,3,0.12,6,0.75,0.25,2,118,0,4160,8960
8,1,0.01,0,0.75,0.50,2,124,0,2496,6720
8,1,0.08,1,0.75,0.50,2,124,0,2496,6720
7,2,,3,1.31,0.43,1,1,0,3376,7267
3,4,,11,1.04,0.48,1,38,0,2747,7860
11,2,0.11,5,0.79,0.25,2,124,0,4480,8960
6,3,0.12,7,1.04,0.25,2,103,0,4480,8960
7,2,0.06,9,0.75,0.25,2,120,0,4160,8960
2,2,,3,1.36,0.50,1,99,0,2496,6976
12,2,0.16,3,0.86,0.50,2,145,0,2496,6553
11,3,0.18,7,0.75,0.50,2,134,0,2496,6720
1,1,,2,1.50,0.46,1,53,0,3027,7426
13,3,0.15,6,1.01,0.25,2,153,0,4160,8960
3,1,,2,1.50,0.50,1,21,0,2496,6971
6,2,,4,1.50,0.50,1,20,0,2496,6968
1,1,0.00,4,1.50,0.50,1,1,0,2496,6976
1,1,,3,1.03,0.50,1,2,0,1547,6971
1,5,,9,1.50,0.50,1,4,0,2496,6976
2,2,0.12,9,1.31,0.50,1,17,0,2496,6976
1,2,,7,1.31,0.50,1,2,0,1310,5470
4,2,0.10,5,1.24,0.50,1,19,0,1145,2553
2,2,0.14,12,0.75,0.50,1,19,0,2496,6976
2,3,0.14,13,0.75,0.50,1,19,0,2496,6976
2,4,0.14,13,0.88,0.50,1,19,0,2496,6976
2,4,0.15,16,0.75,0.50,1,51,0,2856,6962
1,4,,10,1.25,0.50,1,7,0,3001,6976
2,6,0.15,21,0.90,0.50,1,21,0,2496,6976
3,2,0.12,2,0.75,0.25,1,32,0,4480,8960
3,2,0.13,3,0.75,0.25,1,32,0,4480,8960
3,3,0.13,5,0.75,0.25,1,32,0,4480,8960
3,4,0.11,16,0.75,0.25,1,34,0,4480,8960
3,5,0.19,25,0.75,0.25,1,48,0,3651,8960
4,2,0.11,9,1.50,0.25,1,46,0,4480,8960
4,2,0.12,8,1.50,0.25,1,47,0,4480,8960
9,1,0.06,3,1.50,0.50,1,52,0,2112,6720
9,1,0.07,3,1.50,0.50,1,53,0,2112,6720
9,2,0.13,4,1.50,0.50,1,54,0,2112,6560
12,4,0.11,16,1.10,0.50,1,64,0,2496,6720
10,2,0.03,2,1.50,0.25,1,62,0,4480,8960
10,2,0.04,4,1.50,0.25,1,62,0,4480,8960
10,3,0.06,6,1.50,0.25,1,62,0,4480,8960
11,3,0.08,13,1.14,0.25,1,68,0,4160,8960
11,1,0.00,8,0.75,0.25,1,71,0,4160,8960
11,3,0.06,6,0.75,0.25,1,74,0,4160,8960
11,3,0.06,10,0.75,0.25,1,73,0,4160,8960
11,4,0.06,11,0.75,0.25,1,74,0,4160,8960
11,5,0.08,11,0.75,0.25,1,74,0,4160,8960
11,4,0.08,13,0.75,0.25,1,76,0,4160,8960
3,6,,11,1.49,0.48,1,22,0,2640,7974
11,6,0.10,20,0.75,0.25,1,77,0,4160,8960
11,9,0.16,27,0.75,0.25,1,79,0,4160,8960
11,8,0.16,27,0.75,0.25,1,79,0,4160,8960
3,1,,4,0.98,0.50,1,11,0,2355,4025
12,5,0.13,10,0.75,0.50,1,95,0,2496,6720
13,2,0.08,4,0.78,0.50,1,120,0,2496,6464
3,5,,9,1.08,0.50,1,43,0,2496,6909
12,5,0.11,17,0.77,0.50,1,101,0,2690,6464
12,6,0.17,21,0.75,0.50,1,99,0,2496,6720
10,2,0.00,4,0.79,0.50,1,100,0,2496,6464
6,2,0.16,3,1.29,0.50,2,114,0,2496,6720
9,2,0.07,1,1.47,0.25,2,116,0,4160,8960
7,2,0.05,1,0.85,0.25,2,116,0,4160,8960
9,2,0.08,1,1.38,0.25,2,117,0,4160,8960
7,3,0.13,6,0.75,0.25,2,118,0,4160,8960
8,1,0.02,0,0.75,0.50,2,124,0,2496,6720
8,2,0.18,3,0.75,0.50,2,125,0,2496,6720
3,2,,4,1.17,0.36,2,1,0,3050,7741
2,3,,4,0.78,0.48,1,118,0,2915,7312
10,3,0.10,6,0.79,0.25,1,124,0,4480,8960
10,4,0.12,7,0.99,0.25,2,108,0,4480,8960
7,3,0.12,9,0.75,0.25,2,121,0,4160,8960
2,3,,7,1.07,0.50,1,84,0,2496,6976
13,2,0.08,4,0.75,0.50,2,144,0,2496,6465
12,2,0.17,5,0.75,0.50,2,141,0,2496,6720
4,2,,7,1.50,0.33,1,17,0,3006,7083
15,4,0.15,5,1.07,0.25,2,155,0,4160,8960
1,1,,2,1.50,0.50,1,7,0,2496,6972
5,2,,9,1.50,0.50,1,36,0,2496,6879
1,4,0.07,6,1.50,0.50,1,3,0,2496,6976
1,4,,6,1.42,0.50,1,3,0,2144,6970
1,2,,4,1.50,0.50,1,1,0,2496,6976
2,4,0.13,13,0.86,0.50,1,19,0,2496,6976
1,2,,5,1.43,0.50,1,3,0,1070,6777
8,3,0.03,7,1.37,0.50,1,56,0,2111,6032
2,3,0.14,13,0.75,0.50,1,20,0,2496,6976
2,4,0.14,15,0.75,0.50,1,20,0,2496,6976
1,4,0.14,10,0.96,0.50,1,15,0,2496,6976
2,4,0.14,16,0.75,0.50,1,20,0,2675,6976
1,5,,11,1.33,0.50,1,4,0,2813,6976
2,5,0.14,19,0.96,0.50,1,16,0,2496,6976
3,3,0.12,5,0.75,0.25,1,32,0,4480,8960
3,2,0.10,3,0.90,0.25,1,34,0,4480,8960
4,1,0.12,3,1.31,0.25,1,44,0,4480,8960
3,2,0.13,14,0.80,0.25,1,42,0,4480,8960
9,4,0.16,21,0.93,0.25,1,54,0,3855,8960
3,1,0.11,1,0.91,0.25,1,38,0,4480,8960
4,2,0.12,8,1.28,0.25,1,44,0,4480,8960
9,1,0.06,3,1.50,0.50,1,53,0,2112,6713
9,2,0.11,3,1.50,0.50,1,53,0,2112,6668
9,2,0.13,4,1.50,0.50,1,54,0,2112,6601
12,5,0.16,17,0.85,0.50,1,79,0,2496,6720
10,2,0.02,3,1.50,0.25,1,62,0,4480,8960
10,3,0.06,6,1.50,0.25,1,62,0,4480,8960
4,2,0.09,9,1.50,0.25,1,46,0,4480,8960
11,3,0.04,14,0.89,0.25,1,69,0,4160,8960
11,3,0.06,9,0.75,0.25,1,73,0,4160,8960
11,3,0.06,9,0.75,0.25,1,74,0,4160,8960
11,3,0.05,9,0.75,0.25,1,73,0,4160,8960
11,3,0.05,9,0.75,0.25,1,74,0,4160,8960
11,6,0.09,19,0.75,0.25,1,77,0,4160,8960
11,9,0.13,26,0.75,0.25,1,78,0,4160,8960
1,5,,11,1.47,0.48,1,12,0,2717,7594
11,7,0.11,20,0.75,0.25,1,78,0,4160,8960
11,8,0.16,27,0.75,0.25,1,79,0,4160,8960
11,8,0.12,21,0.75,0.25,1,78,0,4160,8960
1,4,,7,1.30,0.50,1,11,0,2420,6857
10,2,0.04,1,0.77,0.50,1,97,0,2496,6720
10,2,0.14,3,0.93,0.50,2,145,0,2496,6552
2,3,,6,0.99,0.50,1,32,0,2496,6954
13,4,0.10,10,0.77,0.50,1,122,0,2679,6464
12,4,0.14,9,0.75,0.50,1,96,0,2496,6720
8,2,0.04,4,0.84,0.50,2,124,0,2496,6464
10,2,0.07,1,0.98,0.50,2,98,0,2496,6720
7,2,0.13,6,1.02,0.25,2,117,0,4160,8960
8,2,0.06,1,1.45,0.25,2,116,0,4160,8960
11,3,0.03,9,0.75,0.25,2,119,0,4160,8960
7,1,0.09,8,0.75,0.25,2,120,0,4160,8960
8,2,0.17,3,0.75,0.50,2,125,0,2496,6720
8,1,0.08,0,0.75,0.50,2,124,0,2496,6720
2,2,,4,1.32,0.45,1,1,0,3220,7014
2,2,,9,1.06,0.48,1,32,0,2727,7341
9,2,0.11,7,1.12,0.25,1,108,0,4480,8960
6,4,0.13,7,0.94,0.25,2,109,0,4480,8960
10,2,0.08,9,0.75,0.25,2,120,0,4160,8960
2,4,,4,1.46,0.50,1,83,0,2496,6976
13,2,0.08,4,0.75,0.50,2,145,0,2496,6467
11,3,0.14,7,0.75,0.50,2,135,0,2496,6720
